[✅ 정답] 이미지 0: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 2491: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2492: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2493: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2494: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 2495: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 2496: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 2497: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 2498: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 0: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 1: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 2: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 3: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 5: 예측=전기·전자기기, 실제=화로대·버너
[✅ 정답] 이미지 6: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 7: 예측=랜턴, 실제=전기·전자기기
[✅ 정답] 이미지 8: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 9: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 10: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 11: 예측=냉·난방용품, 실제=매트·침낭
[✅ 정답] 이미지 12: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 13: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 14: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 15: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 16: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 17: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 18: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 19: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 20: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 21: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 22: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 23: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 24: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 25: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 26: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 27: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 28: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 29: 예측=텐트·타프, 실제=매트·침낭
[✅ 정답] 이미지 30: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 31: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 32: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 33: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 34: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 35: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 36: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 37: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 38: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 39: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 40: 예측=화로대·버너, 실제=화로대·버너
[❌ 오답] 이미지 41: 예측=전기·전자기기, 실제=냉·난방용품
[✅ 정답] 이미지 42: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 43: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 44: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 45: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 46: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 47: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 48: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 49: 예측=전기·전자기기, 실제=식기·주방
[✅ 정답] 이미지 50: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 51: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 52: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 53: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 54: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 55: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 56: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 57: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 58: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 59: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 60: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 61: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 62: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 63: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 64: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 65: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 66: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 67: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 68: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 69: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 70: 예측=전기·전자기기, 실제=가방·박스·웨건
[✅ 정답] 이미지 71: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 72: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 73: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 74: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 75: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 76: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 77: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 78: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 79: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 80: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 81: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 82: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 83: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 84: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 85: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 86: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 87: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 88: 예측=매트·침낭, 실제=전기·전자기기
[✅ 정답] 이미지 89: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 90: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 91: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 92: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 93: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 94: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 95: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 96: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 97: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 98: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 99: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 100: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 101: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 102: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 103: 예측=화로대·버너, 실제=화로대·버너
[❌ 오답] 이미지 104: 예측=화로대·버너, 실제=식기·주방
[✅ 정답] 이미지 105: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 106: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 107: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 108: 예측=텐트·타프, 실제=가방·박스·웨건
[✅ 정답] 이미지 109: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 110: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 111: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 112: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 113: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 114: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 115: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[❌ 오답] 이미지 116: 예측=전기·전자기기, 실제=냉·난방용품
[✅ 정답] 이미지 117: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 118: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 119: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 120: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 121: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 122: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 123: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 124: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 125: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 126: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 127: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 128: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 129: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 130: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 131: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 132: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 133: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 134: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 135: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 136: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 137: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 138: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 139: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 140: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 141: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 142: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 143: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 144: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 145: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 146: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 147: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 148: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 149: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 150: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 151: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 152: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 153: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 154: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 155: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 156: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 157: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 158: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 159: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 160: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 161: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 162: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 163: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 164: 예측=가방·박스·웨건, 실제=테이블·체어
[✅ 정답] 이미지 165: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 166: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 167: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 168: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 169: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 170: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 171: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 172: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 173: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 174: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 175: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 176: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 177: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 178: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 179: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 180: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 181: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 182: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 183: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 184: 예측=전기·전자기기, 실제=냉·난방용품
[✅ 정답] 이미지 185: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 186: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 187: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 188: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 189: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 190: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 191: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 192: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 193: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 194: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 195: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 196: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 197: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 198: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 199: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 200: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 201: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 202: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 203: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 204: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 205: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 206: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 207: 예측=전기·전자기기, 실제=전기·전자기기
